# wave       flux     unc      tunc
  2.63133     4.47     0.12     0.12
  2.63150     4.47     0.12     0.12
  2.63167     4.47     0.12     0.12
  2.63183     4.46     0.12     0.12
  2.63200     4.46     0.12     0.12
  2.63217     4.45     0.12     0.12
  2.63233     4.44     0.12     0.12
  2.63250     4.44     0.12     0.12
  2.63267     4.44     0.12     0.12
  2.63283     4.43     0.12     0.12
  2.63300     4.43     0.12     0.12
  2.63317     4.43     0.12     0.12
  2.63333     4.43     0.12     0.12
  2.63350     4.42     0.12     0.12
  2.63367     4.42     0.12     0.12
  2.63383     4.42     0.12     0.12
  2.63400     4.42     0.12     0.12
  2.63417     4.41     0.12     0.12
  2.63433     4.40     0.12     0.12
  2.63450     4.40     0.12     0.12
  2.63467     4.40     0.12     0.12
  2.63483     4.39     0.12     0.12
  2.63500     4.39     0.11     0.11
  2.63517     4.38     0.11     0.11
  2.63533     4.38     0.11     0.11
  2.63550     4.38     0.11     0.11
  2.63567     4.38     0.11     0.11
  2.63583     4.38     0.11     0.11
  2.63600     4.38     0.11     0.11
  2.63617     4.39     0.11     0.11
  2.63633     4.39     0.11     0.11
  2.63650     4.39     0.11     0.11
  2.63667     4.40     0.11     0.11
  2.63683     4.40     0.11     0.11
  2.63700     4.40     0.11     0.11
  2.63717     4.41     0.11     0.11
  2.63733     4.41     0.11     0.11
  2.63750     4.41     0.11     0.11
  2.63767     4.41     0.11     0.11
  2.63783     4.41     0.11     0.11
  2.63800     4.41     0.11     0.11
  2.63817     4.40     0.11     0.11
  2.63833     4.40     0.11     0.11
  2.63850     4.40     0.11     0.11
  2.63867     4.39     0.11     0.11
  2.63883     4.39     0.11     0.11
  2.63900     4.39     0.11     0.11
  2.63917     4.40     0.11     0.11
  2.63933     4.40     0.11     0.11
  2.63950     4.40     0.11     0.11
  2.63967     4.40     0.11     0.11
  2.63983     4.41     0.11     0.11
  2.64000     4.41     0.11     0.11
  2.64017     4.41     0.11     0.11
  2.64033     4.41     0.11     0.11
  2.64050     4.41     0.11     0.11
  2.64067     4.41     0.11     0.11
  2.64083     4.40     0.11     0.11
  2.64100     4.39     0.11     0.11
  2.64117     4.38     0.11     0.11
  2.64133     4.37     0.11     0.11
  2.64150     4.36     0.11     0.11
  2.64167     4.34     0.11     0.11
  2.64183     4.33     0.11     0.11
  2.64200     4.33     0.11     0.11
  2.64217     4.32     0.11     0.11
  2.64233     4.31     0.11     0.11
  2.64250     4.31     0.11     0.11
  2.64267     4.32     0.11     0.11
  2.64283     4.32     0.11     0.11
  2.64300     4.33     0.11     0.11
  2.64317     4.34     0.11     0.11
  2.64333     4.35     0.11     0.11
  2.64350     4.35     0.11     0.11
  2.64367     4.36     0.11     0.11
  2.64383     4.38     0.11     0.11
  2.64400     4.39     0.11     0.11
  2.64417     4.40     0.11     0.11
  2.64433     4.42     0.11     0.11
  2.64450     4.42     0.11     0.11
  2.64467     4.43     0.11     0.11
  2.64483     4.44     0.11     0.11
  2.64500     4.44     0.11     0.11
  2.64517     4.45     0.11     0.11
  2.64533     4.44     0.11     0.11
  2.64550     4.44     0.11     0.11
  2.64567     4.43     0.11     0.11
  2.64583     4.42     0.11     0.11
  2.64600     4.41     0.11     0.11
  2.64617     4.41     0.11     0.11
  2.64633     4.39     0.11     0.11
  2.64650     4.39     0.11     0.11
  2.64667     4.38     0.11     0.11
  2.64683     4.38     0.11     0.11
  2.64700     4.38     0.11     0.11
  2.64717     4.39     0.11     0.11
  2.64733     4.39     0.11     0.11
  2.64750     4.40     0.11     0.11
  2.64767     4.40     0.11     0.11
  2.64783     4.41     0.11     0.11
  2.64800     4.43     0.11     0.11
  2.64817     4.43     0.11     0.11
  2.64833     4.44     0.11     0.11
  2.64850     4.44     0.11     0.11
  2.64867     4.45     0.11     0.11
  2.64883     4.45     0.11     0.11
  2.64900     4.46     0.11     0.11
  2.64917     4.46     0.11     0.11
  2.64933     4.46     0.11     0.11
  2.64950     4.46     0.11     0.11
  2.64967     4.47     0.11     0.11
  2.64983     4.46     0.11     0.11
  2.65000     4.46     0.11     0.11
  2.65017     4.46     0.11     0.11
  2.65033     4.45     0.11     0.11
  2.65050     4.44     0.11     0.11
  2.65067     4.43     0.11     0.11
  2.65083     4.42     0.11     0.11
  2.65100     4.41     0.11     0.11
  2.65117     4.40     0.11     0.11
  2.65133     4.39     0.11     0.11
  2.65150     4.39     0.11     0.11
  2.65167     4.39     0.11     0.11
  2.65183     4.39     0.11     0.11
  2.65200     4.39     0.11     0.11
  2.65217     4.40     0.11     0.11
  2.65233     4.41     0.11     0.11
  2.65250     4.42     0.11     0.11
  2.65267     4.43     0.11     0.11
  2.65283     4.44     0.11     0.11
  2.65300     4.46     0.11     0.11
  2.65317     4.47     0.11     0.11
  2.65333     4.49     0.11     0.11
  2.65350     4.50     0.11     0.11
  2.65367     4.51     0.11     0.11
  2.65383     4.52     0.11     0.11
  2.65400     4.52     0.11     0.11
  2.65417     4.52     0.11     0.11
  2.65433     4.52     0.11     0.11
  2.65450     4.51     0.11     0.11
  2.65467     4.50     0.11     0.11
  2.65483     4.48     0.11     0.11
  2.65500     4.46     0.11     0.11
  2.65517     4.44     0.11     0.11
  2.65533     4.43     0.11     0.11
  2.65550     4.41     0.11     0.11
  2.65567     4.40     0.11     0.11
  2.65583     4.38     0.11     0.11
  2.65600     4.37     0.11     0.11
  2.65617     4.35     0.11     0.11
  2.65633     4.35     0.11     0.11
  2.65650     4.34     0.11     0.11
  2.65667     4.34     0.11     0.11
  2.65683     4.35     0.11     0.11
  2.65700     4.35     0.11     0.11
  2.65717     4.36     0.11     0.11
  2.65733     4.36     0.11     0.11
  2.65750     4.37     0.11     0.11
  2.65767     4.37     0.11     0.11
  2.65783     4.38     0.11     0.11
  2.65800     4.38     0.11     0.11
  2.65817     4.38     0.11     0.11
  2.65833     4.38     0.11     0.11
  2.65850     4.38     0.11     0.11
  2.65867     4.39     0.11     0.11
  2.65883     4.39     0.11     0.11
  2.65900     4.41     0.11     0.11
  2.65917     4.41     0.11     0.11
  2.65933     4.42     0.11     0.11
  2.65950     4.43     0.11     0.11
  2.65967     4.45     0.11     0.11
  2.65983     4.45     0.11     0.11
  2.66000     4.45     0.11     0.11
  2.66017     4.45     0.11     0.11
  2.66033     4.44     0.11     0.11
  2.66050     4.43     0.11     0.11
  2.66067     4.42     0.11     0.11
  2.66083     4.40     0.11     0.11
  2.66100     4.38     0.11     0.11
  2.66117     4.37     0.11     0.11
  2.66133     4.35     0.11     0.11
  2.66150     4.34     0.11     0.11
  2.66167     4.32     0.11     0.11
  2.66183     4.31     0.11     0.11
  2.66200     4.31     0.11     0.11
  2.66217     4.31     0.11     0.11
  2.66233     4.30     0.11     0.11
  2.66250     4.30     0.11     0.11
  2.66267     4.31     0.11     0.11
  2.66283     4.32     0.11     0.11
  2.66300     4.32     0.11     0.11
  2.66317     4.33     0.11     0.11
  2.66333     4.34     0.11     0.11
  2.66350     4.35     0.11     0.11
  2.66367     4.35     0.11     0.11
  2.66383     4.36     0.11     0.11
  2.66400     4.37     0.11     0.11
  2.66417     4.37     0.11     0.11
  2.66433     4.36     0.11     0.11
  2.66450     4.36     0.11     0.11
  2.66467     4.36     0.11     0.11
  2.66483     4.35     0.11     0.11
  2.66500     4.35     0.11     0.11
  2.66517     4.34     0.11     0.11
  2.66533     4.34     0.11     0.11
  2.66550     4.33     0.11     0.11
  2.66567     4.33     0.11     0.11
  2.66583     4.32     0.11     0.11
  2.66600     4.31     0.11     0.11
  2.66617     4.31     0.11     0.11
  2.66633     4.30     0.11     0.11
  2.66650     4.29     0.11     0.11
  2.66667     4.28     0.11     0.11
  2.66683     4.28     0.11     0.11
  2.66700     4.27     0.11     0.11
  2.66717     4.27     0.11     0.11
  2.66733     4.26     0.11     0.11
  2.66750     4.27     0.11     0.11
  2.66767     4.27     0.11     0.11
  2.66783     4.28     0.11     0.11
  2.66800     4.28     0.11     0.11
  2.66817     4.29     0.11     0.11
  2.66833     4.29     0.11     0.11
  2.66850     4.30     0.11     0.11
  2.66867     4.30     0.11     0.11
  2.66883     4.31     0.11     0.11
  2.66900     4.31     0.11     0.11
  2.66917     4.31     0.11     0.11
  2.66933     4.31     0.11     0.11
  2.66950     4.30     0.11     0.11
  2.66967     4.30     0.11     0.11
  2.66983     4.29     0.11     0.11
  2.67000     4.29     0.11     0.11
  2.67017     4.28     0.11     0.11
  2.67033     4.28     0.11     0.11
  2.67050     4.28     0.11     0.11
  2.67067     4.28     0.11     0.11
  2.67083     4.29     0.11     0.11
  2.67100     4.29     0.11     0.11
  2.67117     4.30     0.11     0.11
  2.67133     4.31     0.11     0.11
  2.67150     4.32     0.11     0.11
  2.67167     4.33     0.11     0.11
  2.67183     4.34     0.11     0.11
  2.67200     4.35     0.11     0.11
  2.67217     4.36     0.11     0.11
  2.67233     4.37     0.11     0.11
  2.67250     4.38     0.11     0.11
  2.67267     4.39     0.11     0.11
  2.67283     4.40     0.11     0.11
  2.67300     4.42     0.11     0.11
  2.67317     4.43     0.11     0.11
  2.67333     4.44     0.11     0.11
  2.67350     4.46     0.11     0.11
  2.67367     4.48     0.11     0.11
  2.67383     4.50     0.11     0.11
  2.67400     4.52     0.11     0.11
  2.67417     4.54     0.11     0.11
  2.67433     4.56     0.11     0.11
  2.67450     4.57     0.11     0.11
  2.67467     4.58     0.11     0.11
  2.67483     4.59     0.11     0.11
  2.67500     4.59     0.11     0.11
  2.67517     4.59     0.11     0.11
  2.67533     4.58     0.11     0.11
  2.67550     4.57     0.11     0.11
  2.67567     4.57     0.10     0.10
  2.67583     4.56     0.10     0.10
  2.67600     4.54     0.10     0.10
  2.67617     4.53     0.10     0.10
  2.67633     4.52     0.10     0.10
  2.67650     4.50     0.10     0.10
  2.67667     4.49     0.10     0.10
  2.67683     4.47     0.10     0.10
  2.67700     4.46     0.10     0.10
  2.67717     4.44     0.10     0.10
  2.67733     4.42     0.10     0.10
  2.67750     4.40     0.10     0.10
  2.67767     4.38     0.10     0.10
  2.67783     4.36     0.10     0.10
  2.67800     4.34     0.10     0.10
  2.67817     4.32     0.10     0.10
  2.67833     4.30     0.10     0.10
  2.67850     4.28     0.10     0.10
  2.67867     4.27     0.10     0.10
  2.67883     4.26     0.10     0.10
  2.67900     4.25     0.10     0.10
  2.67917     4.25     0.10     0.10
  2.67933     4.25     0.10     0.10
  2.67950     4.25     0.10     0.10
  2.67967     4.26     0.10     0.10
  2.67983     4.26     0.10     0.10
  2.68000     4.27     0.10     0.10
  2.68017     4.27     0.10     0.10
  2.68033     4.27     0.10     0.10
  2.68050     4.27     0.10     0.10
  2.68067     4.26     0.10     0.10
  2.68083     4.26     0.10     0.10
  2.68100     4.26     0.10     0.10
  2.68117     4.25     0.10     0.10
  2.68133     4.25     0.10     0.10
  2.68150     4.24     0.10     0.10
  2.68167     4.24     0.10     0.10
  2.68183     4.24     0.10     0.10
  2.68200     4.24     0.10     0.10
  2.68217     4.24     0.10     0.10
  2.68233     4.24     0.10     0.10
  2.68250     4.24     0.10     0.10
  2.68267     4.24     0.10     0.10
  2.68283     4.23     0.10     0.10
  2.68300     4.23     0.10     0.10
  2.68317     4.23     0.10     0.10
  2.68333     4.23     0.10     0.10
  2.68350     4.23     0.10     0.10
  2.68367     4.23     0.10     0.10
  2.68383     4.23     0.10     0.10
  2.68400     4.23     0.10     0.10
  2.68417     4.24     0.10     0.10
  2.68433     4.25     0.10     0.10
  2.68450     4.25     0.10     0.10
  2.68467     4.25     0.10     0.10
  2.68483     4.25     0.10     0.10
  2.68500     4.25     0.10     0.10
  2.68517     4.25     0.10     0.10
  2.68533     4.25     0.10     0.10
  2.68550     4.25     0.10     0.10
  2.68567     4.25     0.10     0.10
  2.68583     4.25     0.10     0.10
  2.68600     4.25     0.10     0.10
  2.68617     4.25     0.10     0.10
  2.68633     4.25     0.10     0.10
  2.68650     4.25     0.10     0.10
  2.68667     4.25     0.10     0.10
  2.68683     4.26     0.10     0.10
  2.68700     4.26     0.10     0.10
  2.68717     4.26     0.10     0.10
  2.68733     4.27     0.10     0.10
  2.68750     4.27     0.10     0.10
  2.68767     4.28     0.10     0.10
  2.68783     4.28     0.10     0.10
  2.68800     4.29     0.10     0.10
  2.68817     4.29     0.10     0.10
  2.68833     4.29     0.10     0.10
  2.68850     4.30     0.10     0.10
  2.68867     4.30     0.10     0.10
  2.68883     4.30     0.10     0.10
  2.68900     4.30     0.10     0.10
  2.68917     4.30     0.10     0.10
  2.68933     4.30     0.10     0.10
  2.68950     4.30     0.10     0.10
  2.68967     4.30     0.10     0.10
  2.68983     4.30     0.10     0.10
  2.69000     4.30     0.10     0.10
  2.69017     4.30     0.10     0.10
  2.69033     4.30     0.10     0.10
  2.69050     4.30     0.10     0.10
  2.69067     4.30     0.10     0.10
  2.69083     4.29     0.10     0.10
  2.69100     4.29     0.10     0.10
  2.69117     4.28     0.10     0.10
  2.69133     4.28     0.10     0.10
  2.69150     4.28     0.10     0.10
  2.69167     4.28     0.10     0.10
  2.69183     4.28     0.10     0.10
  2.69200     4.28     0.10     0.10
  2.69217     4.28     0.10     0.10
  2.69233     4.29     0.10     0.10
  2.69250     4.29     0.10     0.10
  2.69267     4.30     0.10     0.10
  2.69283     4.31     0.09     0.09
  2.69300     4.31     0.09     0.09
  2.69317     4.32     0.09     0.09
  2.69333     4.32     0.09     0.09
  2.69350     4.32     0.09     0.09
  2.69367     4.33     0.09     0.09
  2.69383     4.33     0.09     0.09
  2.69400     4.33     0.09     0.09
  2.69417     4.33     0.09     0.09
  2.69433     4.33     0.09     0.09
  2.69450     4.33     0.09     0.09
  2.69467     4.33     0.09     0.09
  2.69483     4.33     0.09     0.09
  2.69500     4.33     0.09     0.09
  2.69517     4.33     0.09     0.09
  2.69533     4.32     0.09     0.09
  2.69550     4.32     0.09     0.09
  2.69567     4.31     0.09     0.09
  2.69583     4.31     0.09     0.09
  2.69600     4.30     0.09     0.09
  2.69617     4.30     0.09     0.09
  2.69633     4.29     0.09     0.09
  2.69650     4.29     0.09     0.09
  2.69667     4.28     0.09     0.09
  2.69683     4.28     0.09     0.09
  2.69700     4.28     0.09     0.09
  2.69717     4.28     0.09     0.09
  2.69733     4.28     0.09     0.09
  2.69750     4.27     0.09     0.09
  2.69767     4.27     0.09     0.09
  2.69783     4.28     0.09     0.09
  2.69800     4.28     0.09     0.09
  2.69817     4.29     0.09     0.09
  2.69833     4.30     0.09     0.09
  2.69850     4.30     0.09     0.09
  2.69867     4.31     0.09     0.09
  2.69883     4.32     0.09     0.09
  2.69900     4.34     0.09     0.09
  2.69917     4.35     0.09     0.09
  2.69933     4.35     0.09     0.09
  2.69950     4.36     0.09     0.09
  2.69967     4.37     0.09     0.09
  2.69983     4.37     0.09     0.09
  2.70000     4.37     0.09     0.09
  2.70017     4.38     0.09     0.09
  2.70033     4.38     0.09     0.09
  2.70050     4.38     0.09     0.09
  2.70067     4.38     0.09     0.09
  2.70083     4.37     0.09     0.09
  2.70100     4.37     0.09     0.09
  2.70117     4.36     0.09     0.09
  2.70133     4.36     0.09     0.09
  2.70150     4.36     0.09     0.09
  2.70167     4.35     0.09     0.09
  2.70183     4.35     0.09     0.09
  2.70200     4.35     0.09     0.09
  2.70217     4.35     0.09     0.09
  2.70233     4.34     0.09     0.09
  2.70250     4.34     0.09     0.09
  2.70267     4.33     0.09     0.09
  2.70283     4.33     0.09     0.09
  2.70300     4.32     0.09     0.09
  2.70317     4.32     0.09     0.09
  2.70333     4.31     0.09     0.09
  2.70350     4.31     0.09     0.09
  2.70367     4.30     0.09     0.09
  2.70383     4.30     0.09     0.09
  2.70400     4.30     0.09     0.09
  2.70417     4.29     0.09     0.09
  2.70433     4.28     0.09     0.09
  2.70450     4.28     0.09     0.09
